Property name,Address,City,County,State,ZIP code,Latitude,Longitude,Housing Authority,,,,,,,
CRYSTAL COURT,407 Crystal Ct,New Albany,Floyd,IN,471504867,38.2916,-85.8311,Housing Authority of the City of New Albany,,,,,,,
CRYSTAL COURT,407 Crystal Ct,New Albany,Floyd,IN,471504867,38.2916,-85.8311,Housing Authority of the City of New Albany,,,,,,,
PARKVIEW,148 Woodland Dr,New Albany,Floyd,IN,471504123,38.297441,-85.824826,Housing Authority of the City of New Albany,,,,,,,
PARKVIEW,148 Woodland Dr,New Albany,Floyd,IN,471504123,38.297441,-85.824826,Housing Authority of the City of New Albany,,,,,,,
PARKVIEW,148 Woodland Dr,New Albany,Floyd,IN,471504123,38.297441,-85.824826,Housing Authority of the City of New Albany,,,,,,,
PARKVIEW,148 Woodland Dr,New Albany,Floyd,IN,471504123,38.297441,-85.824826,Housing Authority of the City of New Albany,,,,,,,
PARKVIEW,148 Woodland Dr,New Albany,Floyd,IN,471504123,38.297441,-85.824826,Housing Authority of the City of New Albany,,,,,,,
WM VANCE,30 William O Vance Ct,New Albany,Floyd,IN,471504854,38.294743,-85.833442,Housing Authority of the City of New Albany,,,,,,,
WM VANCE,30 William O Vance Ct,New Albany,Floyd,IN,471504854,38.294743,-85.833442,Housing Authority of the City of New Albany,,,,,,,
WM VANCE,30 William O Vance Ct,New Albany,Floyd,IN,471504854,38.294743,-85.833442,Housing Authority of the City of New Albany,,,,,,,
WM VANCE,30 William O Vance Ct,New Albany,Floyd,IN,471504854,38.294743,-85.833442,Housing Authority of the City of New Albany,,,,,,,
WM VANCE,30 William O Vance Ct,New Albany,Floyd,IN,471504854,38.294743,-85.833442,Housing Authority of the City of New Albany,,,,,,,
BROADMEADE TERRACE,1229 Minton Dr,New Albany,Floyd,IN,471504112,38.296361,-85.825225,Housing Authority of the City of New Albany,,,,,,,
BROADMEADE TERRACE,1229 Minton Dr,New Albany,Floyd,IN,471504112,38.296361,-85.825225,Housing Authority of the City of New Albany,,,,,,,
BROADMEADE TERRACE,1229 Minton Dr,New Albany,Floyd,IN,471504112,38.296361,-85.825225,Housing Authority of the City of New Albany,,,,,,,
BROADMEADE TERRACE,1229 Minton Dr,New Albany,Floyd,IN,471504112,38.296361,-85.825225,Housing Authority of the City of New Albany,,,,,,,
BROADMEADE TERRACE,1229 Minton Dr,New Albany,Floyd,IN,471504112,38.296361,-85.825225,Housing Authority of the City of New Albany,,,,,,,
PARKVIEW TOWERS,125 Fischer Dr,New Albany,Floyd,IN,471504110,38.30067,-85.828798,Housing Authority of the City of New Albany,,,,,,,
PARKVIEW TOWERS,125 Fischer Dr,New Albany,Floyd,IN,471504110,38.30067,-85.828798,Housing Authority of the City of New Albany,,,,,,,
PARKVIEW TOWERS,125 Fischer Dr,New Albany,Floyd,IN,471504110,38.30067,-85.828798,Housing Authority of the City of New Albany,,,,,,,
PARKVIEW TOWERS,125 Fischer Dr,New Albany,Floyd,IN,471504110,38.30067,-85.828798,Housing Authority of the City of New Albany,,,,,,,
PARKVIEW TOWERS,125 Fischer Dr,New Albany,Floyd,IN,471504110,38.30067,-85.828798,Housing Authority of the City of New Albany,,,,,,,
RIVERVIEW TOWERS,500 Scribner Dr,New Albany,Floyd,IN,471503644,38.286162,-85.826549,Housing Authority of the City of New Albany,,,,,,,
RIVERVIEW TOWERS,500 Scribner Dr,New Albany,Floyd,IN,471503644,38.286162,-85.826549,Housing Authority of the City of New Albany,,,,,,,
RIVERVIEW TOWERS,500 Scribner Dr,New Albany,Floyd,IN,471503644,38.286162,-85.826549,Housing Authority of the City of New Albany,,,,,,,
RIVERVIEW TOWERS,500 Scribner Dr,New Albany,Floyd,IN,471503644,38.286162,-85.826549,Housing Authority of the City of New Albany,,,,,,,
RIVERVIEW TOWERS,500 Scribner Dr,New Albany,Floyd,IN,471503644,38.286162,-85.826549,Housing Authority of the City of New Albany,,,,,,,
RIVERSIDE TERRACE,120 Riverside Dr,New Albany,Floyd,IN,471501685,38.290293,-85.796788,Housing Authority of the City of New Albany,,,,,,,
RIVERSIDE TERRACE,120 Riverside Dr,New Albany,Floyd,IN,471501685,38.290293,-85.796788,Housing Authority of the City of New Albany,,,,,,,
RIVERSIDE TERRACE,120 Riverside Dr,New Albany,Floyd,IN,471501685,38.290293,-85.796788,Housing Authority of the City of New Albany,,,,,,,
RIVERSIDE TERRACE,120 Riverside Dr,New Albany,Floyd,IN,471501685,38.290293,-85.796788,Housing Authority of the City of New Albany,,,,,,,
RIVERSIDE TERRACE,120 Riverside Dr,New Albany,Floyd,IN,471501685,38.290293,-85.796788,Housing Authority of the City of New Albany,,,,,,,
MARK ELROD TOWER,1 Wolfe Trce,New Albany,Floyd,IN,471504136,38.307022,-85.826735,Housing Authority of the City of New Albany,,,,,,,
MARK ELROD TOWER,1 Wolfe Trce,New Albany,Floyd,IN,471504136,38.307022,-85.826735,Housing Authority of the City of New Albany,,,,,,,
MARK ELROD TOWER,1 Wolfe Trce,New Albany,Floyd,IN,471504136,38.307022,-85.826735,Housing Authority of the City of New Albany,,,,,,,
MARK ELROD TOWER,1 Wolfe Trce,New Albany,Floyd,IN,471504136,38.307022,-85.826735,Housing Authority of the City of New Albany,,,,,,,
MARK ELROD TOWER,1 Wolfe Trce,New Albany,Floyd,IN,471504136,38.307022,-85.826735,Housing Authority of the City of New Albany,,,,,,,
PLAZA APTS & MONROE CIR,628 W Western Ave,South Bend,St Joseph,IN,466012767,41.672086,-86.257655,Housing Authority of South Bend,,,,,,,
PLAZA APTS & MONROE CIR,628 W Western Ave,South Bend,St Joseph,IN,466012767,41.672086,-86.257655,Housing Authority of South Bend,,,,,,,
PLAZA APTS & MONROE CIR,628 W Western Ave,South Bend,St Joseph,IN,466012767,41.672086,-86.257655,Housing Authority of South Bend,,,,,,,
PLAZA APTS & MONROE CIR,628 W Western Ave,South Bend,St Joseph,IN,466012767,41.672086,-86.257655,Housing Authority of South Bend,,,,,,,
PLAZA APTS & MONROE CIR,628 W Western Ave,South Bend,St Joseph,IN,466012767,41.672086,-86.257655,Housing Authority of South Bend,,,,,,,
NORTHWEST PLAZA,1013 Laurel Ct,South Bend,St Joseph,IN,466012701,41.67171,-86.263983,Housing Authority of South Bend,,,,,,,
NORTHWEST PLAZA,1013 Laurel Ct,South Bend,St Joseph,IN,466012701,41.67171,-86.263983,Housing Authority of South Bend,,,,,,,
NORTHWEST PLAZA,1013 Laurel Ct,South Bend,St Joseph,IN,466012701,41.67171,-86.263983,Housing Authority of South Bend,,,,,,,
NORTHWEST PLAZA,1013 Laurel Ct,South Bend,St Joseph,IN,466012701,41.67171,-86.263983,Housing Authority of South Bend,,,,,,,
NORTHWEST PLAZA,1013 Laurel Ct,South Bend,St Joseph,IN,466012701,41.67171,-86.263983,Housing Authority of South Bend,,,,,,,
WESTSCOTT APARTMENTS,501 Alonzo Watson Dr Apt 141,South Bend,St Joseph,IN,466013743,41.6607,-86.2387,Housing Authority of South Bend,,,,,,,
WESTSCOTT APARTMENTS,501 Alonzo Watson Dr Apt 141,South Bend,St Joseph,IN,466013743,41.6607,-86.2387,Housing Authority of South Bend,,,,,,,
WESTSCOTT APARTMENTS,501 Alonzo Watson Dr Apt 141,South Bend,St Joseph,IN,466013743,41.6607,-86.2387,Housing Authority of South Bend,,,,,,,
WESTSCOTT APARTMENTS,501 Alonzo Watson Dr Apt 141,South Bend,St Joseph,IN,466013743,41.6607,-86.2387,Housing Authority of South Bend,,,,,,,
WESTSCOTT APARTMENTS,501 Alonzo Watson Dr Apt 141,South Bend,St Joseph,IN,466013743,41.6607,-86.2387,Housing Authority of South Bend,,,,,,,
TURNKEY III,1618 S Olive St,South Bend,St Joseph,IN,466194216,41.656837,-86.282792,Housing Authority of South Bend,,,,,,,
TURNKEY III,1618 S Olive St,South Bend,St Joseph,IN,466194216,41.656837,-86.282792,Housing Authority of South Bend,,,,,,,
TURNKEY III,1618 S Olive St,South Bend,St Joseph,IN,466194216,41.656837,-86.282792,Housing Authority of South Bend,,,,,,,
TURNKEY III,1618 S Olive St,South Bend,St Joseph,IN,466194216,41.656837,-86.282792,Housing Authority of South Bend,,,,,,,
TURNKEY III,1618 S Olive St,South Bend,St Joseph,IN,466194216,41.656837,-86.282792,Housing Authority of South Bend,,,,,,,
TURNKEY III,1802 S Carlisle St,South Bend,St Joseph,IN,466131215,41.6548,-86.280586,Housing Authority of South Bend,,,,,,,
TURNKEY III,1802 S Carlisle St,South Bend,St Joseph,IN,466131215,41.6548,-86.280586,Housing Authority of South Bend,,,,,,,
TURNKEY III,1802 S Carlisle St,South Bend,St Joseph,IN,466131215,41.6548,-86.280586,Housing Authority of South Bend,,,,,,,
HARBER HOMES,302 Boston Dr,South Bend,St Joseph,IN,466191302,41.679141,-86.313963,Housing Authority of South Bend,,,,,,,
HARBER HOMES,302 Boston Dr,South Bend,St Joseph,IN,466191302,41.679141,-86.313963,Housing Authority of South Bend,,,,,,,
HARBER HOMES,302 Boston Dr,South Bend,St Joseph,IN,466191302,41.679141,-86.313963,Housing Authority of South Bend,,,,,,,
HARBER HOMES,302 Boston Dr,South Bend,St Joseph,IN,466191302,41.679141,-86.313963,Housing Authority of South Bend,,,,,,,
HARBER HOMES,302 Boston Dr,South Bend,St Joseph,IN,466191302,41.679141,-86.313963,Housing Authority of South Bend,,,,,,,
SCATTERED SITES,430 Sommers St,South Bend,St Joseph,IN,466172412,41.681015,-86.233958,Housing Authority of South Bend,,,,,,,
SCATTERED SITES,430 Sommers St,South Bend,St Joseph,IN,466172412,41.681015,-86.233958,Housing Authority of South Bend,,,,,,,
SCATTERED SITES,430 Sommers St,South Bend,St Joseph,IN,466172412,41.681015,-86.233958,Housing Authority of South Bend,,,,,,,
SCATTERED SITES,430 Sommers St,South Bend,St Joseph,IN,466172412,41.681015,-86.233958,Housing Authority of South Bend,,,,,,,
SCATTERED SITES,430 Sommers St,South Bend,St Joseph,IN,466172412,41.681015,-86.233958,Housing Authority of South Bend,,,,,,,
SCATTERED SITES,1248 Haney Ave,South Bend,St Joseph,IN,466133013,41.659311,-86.231904,Housing Authority of South Bend,,,,,,,
SCATTERED SITES,1248 Haney Ave,South Bend,St Joseph,IN,466133013,41.659311,-86.231904,Housing Authority of South Bend,,,,,,,
SCATTERED SITES,1248 Haney Ave,South Bend,St Joseph,IN,466133013,41.659311,-86.231904,Housing Authority of South Bend,,,,,,,
SCATTERED SITES,1248 Haney Ave,South Bend,St Joseph,IN,466133013,41.659311,-86.231904,Housing Authority of South Bend,,,,,,,
SCATTERED SITES,1248 Haney Ave,South Bend,St Joseph,IN,466133013,41.659311,-86.231904,Housing Authority of South Bend,,,,,,,
EDISON GRDN & TWYCKENHAM,1219 S Twyckenham Dr,South Bend,St Joseph,IN,466151437,41.662541,-86.225723,Housing Authority of South Bend,,,,,,,
EDISON GRDN & TWYCKENHAM,1219 S Twyckenham Dr,South Bend,St Joseph,IN,466151437,41.662541,-86.225723,Housing Authority of South Bend,,,,,,,
EDISON GRDN & TWYCKENHAM,1219 S Twyckenham Dr,South Bend,St Joseph,IN,466151437,41.662541,-86.225723,Housing Authority of South Bend,,,,,,,
EDISON GRDN & TWYCKENHAM,1219 S Twyckenham Dr,South Bend,St Joseph,IN,466151437,41.662541,-86.225723,Housing Authority of South Bend,,,,,,,
EDISON GRDN & TWYCKENHAM,1219 S Twyckenham Dr,South Bend,St Joseph,IN,466151437,41.662541,-86.225723,Housing Authority of South Bend,,,,,,,
LOW-RENT-PUBLIC-HOUSING,510 S 28th St,South Bend,St Joseph,IN,466152218,41.671204,-86.207827,Housing Authority of South Bend,,,,,,,
LOW-RENT-PUBLIC-HOUSING,510 S 28th St,South Bend,St Joseph,IN,466152218,41.671204,-86.207827,Housing Authority of South Bend,,,,,,,
LOW-RENT-PUBLIC-HOUSING,510 S 28th St,South Bend,St Joseph,IN,466152218,41.671204,-86.207827,Housing Authority of South Bend,,,,,,,
LOW-RENT-PUBLIC-HOUSING,510 S 28th St,South Bend,St Joseph,IN,466152218,41.671204,-86.207827,Housing Authority of South Bend,,,,,,,
LOW-RENT-PUBLIC-HOUSING,510 S 28th St,South Bend,St Joseph,IN,466152218,41.671204,-86.207827,Housing Authority of South Bend,,,,,,,
SCATTERED SITE,1980 Thornhill Dr,South Bend,St Joseph,IN,466143570,41.623943,-86.217515,Housing Authority of South Bend,,,,,,,
SCATTERED SITE,1980 Thornhill Dr,South Bend,St Joseph,IN,466143570,41.623943,-86.217515,Housing Authority of South Bend,,,,,,,
SCATTERED SITE,1980 Thornhill Dr,South Bend,St Joseph,IN,466143570,41.623943,-86.217515,Housing Authority of South Bend,,,,,,,
SCATTERED SITE,1980 Thornhill Dr,South Bend,St Joseph,IN,466143570,41.623943,-86.217515,Housing Authority of South Bend,,,,,,,
SCATTERED SITE,1980 Thornhill Dr,South Bend,St Joseph,IN,466143570,41.623943,-86.217515,Housing Authority of South Bend,,,,,,,
SCATTERED SITE,2005 S Brookfield St,South Bend,St Joseph,IN,466131303,41.653173,-86.277521,Housing Authority of South Bend,,,,,,,
SCATTERED SITE,2005 S Brookfield St,South Bend,St Joseph,IN,466131303,41.653173,-86.277521,Housing Authority of South Bend,,,,,,,
SCATTERED SITE,2005 S Brookfield St,South Bend,St Joseph,IN,466131303,41.653173,-86.277521,Housing Authority of South Bend,,,,,,,
SCATTERED SITE,2005 S Brookfield St,South Bend,St Joseph,IN,466131303,41.653173,-86.277521,Housing Authority of South Bend,,,,,,,
SCATTERED SITE,2005 S Brookfield St,South Bend,St Joseph,IN,466131303,41.653173,-86.277521,Housing Authority of South Bend,,,,,,,
ERIE HOMES,447 SE 12th St,Evansville,Vanderburgh,IN,477131974,37.971057,-87.560065,Housing Authority of the City of Evansville,,,,,,,
ERIE HOMES,447 SE 12th St,Evansville,Vanderburgh,IN,477131974,37.971057,-87.560065,Housing Authority of the City of Evansville,,,,,,,
ERIE HOMES,447 SE 12th St,Evansville,Vanderburgh,IN,477131974,37.971057,-87.560065,Housing Authority of the City of Evansville,,,,,,,
ERIE HOMES,447 SE 12th St,Evansville,Vanderburgh,IN,477131974,37.971057,-87.560065,Housing Authority of the City of Evansville,,,,,,,
ERIE HOMES,447 SE 12th St,Evansville,Vanderburgh,IN,477131974,37.971057,-87.560065,Housing Authority of the City of Evansville,,,,,,,
ERIE HOMES,447 SE 12th St,Evansville,Vanderburgh,IN,477131974,37.971057,-87.560065,Housing Authority of the City of Evansville,,,,,,,
JOHN M. CALDWELL HOMES,730 Cross St,Evansville,Vanderburgh,IN,477132015,37.951057,-87.555396,Housing Authority of the City of Evansville,,,,,,,
JOHN M. CALDWELL HOMES,730 Cross St,Evansville,Vanderburgh,IN,477132015,37.951057,-87.555396,Housing Authority of the City of Evansville,,,,,,,
JOHN M. CALDWELL HOMES,730 Cross St,Evansville,Vanderburgh,IN,477132015,37.951057,-87.555396,Housing Authority of the City of Evansville,,,,,,,
JOHN M. CALDWELL HOMES,730 Cross St,Evansville,Vanderburgh,IN,477132015,37.951057,-87.555396,Housing Authority of the City of Evansville,,,,,,,
JOHN M. CALDWELL HOMES,730 Cross St,Evansville,Vanderburgh,IN,477132015,37.951057,-87.555396,Housing Authority of the City of Evansville,,,,,,,
JOHN M. CALDWELL HOMES,730 Cross St,Evansville,Vanderburgh,IN,477132015,37.951057,-87.555396,Housing Authority of the City of Evansville,,,,,,,
JOHN M. CALDWELL HOMES,730 Cross St,Evansville,Vanderburgh,IN,477132015,37.951057,-87.555396,Housing Authority of the City of Evansville,,,,,,,
FULTON SQUARE,1718 N 5th Ave,Evansville,Vanderburgh,IN,477102667,37.994219,-87.582046,Housing Authority of the City of Evansville,,,,,,,
FULTON SQUARE,1718 N 5th Ave,Evansville,Vanderburgh,IN,477102667,37.994219,-87.582046,Housing Authority of the City of Evansville,,,,,,,
FULTON SQUARE,1718 N 5th Ave,Evansville,Vanderburgh,IN,477102667,37.994219,-87.582046,Housing Authority of the City of Evansville,,,,,,,
FULTON SQUARE,1718 N 5th Ave,Evansville,Vanderburgh,IN,477102667,37.994219,-87.582046,Housing Authority of the City of Evansville,,,,,,,
FULTON SQUARE,1718 N 5th Ave,Evansville,Vanderburgh,IN,477102667,37.994219,-87.582046,Housing Authority of the City of Evansville,,,,,,,
FULTON SQUARE,1718 N 5th Ave,Evansville,Vanderburgh,IN,477102667,37.994219,-87.582046,Housing Authority of the City of Evansville,,,,,,,
FULTON SQUARE,1718 N 5th Ave,Evansville,Vanderburgh,IN,477102667,37.994219,-87.582046,Housing Authority of the City of Evansville,,,,,,,
FULTON TERRACE GARDENS,1210 Uhlhorn St,Evansville,Vanderburgh,IN,477102768,37.995066,-87.580985,Housing Authority of the City of Evansville,,,,,,,
FULTON TERRACE GARDENS,1210 Uhlhorn St,Evansville,Vanderburgh,IN,477102768,37.995066,-87.580985,Housing Authority of the City of Evansville,,,,,,,
FULTON TERRACE GARDENS,1210 Uhlhorn St,Evansville,Vanderburgh,IN,477102768,37.995066,-87.580985,Housing Authority of the City of Evansville,,,,,,,
FULTON TERRACE GARDENS,1210 Uhlhorn St,Evansville,Vanderburgh,IN,477102768,37.995066,-87.580985,Housing Authority of the City of Evansville,,,,,,,
FULTON TERRACE GARDENS,1210 Uhlhorn St,Evansville,Vanderburgh,IN,477102768,37.995066,-87.580985,Housing Authority of the City of Evansville,,,,,,,
FULTON TERRACE GARDENS,1210 Uhlhorn St,Evansville,Vanderburgh,IN,477102768,37.995066,-87.580985,Housing Authority of the City of Evansville,,,,,,,
FULTON TERRACE GARDENS,1210 Uhlhorn St,Evansville,Vanderburgh,IN,477102768,37.995066,-87.580985,Housing Authority of the City of Evansville,,,,,,,
CALDWELL TERRACE GARDENS,1821 S Linwood Ave,Evansville,Vanderburgh,IN,477132044,37.95167,-87.555071,Housing Authority of the City of Evansville,,,,,,,
CALDWELL TERRACE GARDENS,1821 S Linwood Ave,Evansville,Vanderburgh,IN,477132044,37.95167,-87.555071,Housing Authority of the City of Evansville,,,,,,,
CALDWELL TERRACE GARDENS,1821 S Linwood Ave,Evansville,Vanderburgh,IN,477132044,37.95167,-87.555071,Housing Authority of the City of Evansville,,,,,,,
CALDWELL TERRACE GARDENS,1821 S Linwood Ave,Evansville,Vanderburgh,IN,477132044,37.95167,-87.555071,Housing Authority of the City of Evansville,,,,,,,
CALDWELL TERRACE GARDENS,1821 S Linwood Ave,Evansville,Vanderburgh,IN,477132044,37.95167,-87.555071,Housing Authority of the City of Evansville,,,,,,,
CALDWELL TERRACE GARDENS,1821 S Linwood Ave,Evansville,Vanderburgh,IN,477132044,37.95167,-87.555071,Housing Authority of the City of Evansville,,,,,,,
CALDWELL TERRACE GARDENS,1821 S Linwood Ave,Evansville,Vanderburgh,IN,477132044,37.95167,-87.555071,Housing Authority of the City of Evansville,,,,,,,
JOHN F KENNEDY TWRS,315 SE Martin Luther King Jr Blvd,Evansville,Vanderburgh,IN,477131860,37.970477,-87.565931,Housing Authority of the City of Evansville,,,,,,,
JOHN F KENNEDY TWRS,315 SE Martin Luther King Jr Blvd,Evansville,Vanderburgh,IN,477131860,37.970477,-87.565931,Housing Authority of the City of Evansville,,,,,,,
JOHN F KENNEDY TWRS,315 SE Martin Luther King Jr Blvd,Evansville,Vanderburgh,IN,477131860,37.970477,-87.565931,Housing Authority of the City of Evansville,,,,,,,
JOHN F KENNEDY TWRS,315 SE Martin Luther King Jr Blvd,Evansville,Vanderburgh,IN,477131860,37.970477,-87.565931,Housing Authority of the City of Evansville,,,,,,,
JOHN F KENNEDY TWRS,315 SE Martin Luther King Jr Blvd,Evansville,Vanderburgh,IN,477131860,37.970477,-87.565931,Housing Authority of the City of Evansville,,,,,,,
JOHN F KENNEDY TWRS,315 SE Martin Luther King Jr Blvd,Evansville,Vanderburgh,IN,477131860,37.970477,-87.565931,Housing Authority of the City of Evansville,,,,,,,
JOHN F KENNEDY TWRS,315 SE Martin Luther King Jr Blvd,Evansville,Vanderburgh,IN,477131860,37.970477,-87.565931,Housing Authority of the City of Evansville,,,,,,,
GEORGE W BUCKNER TWRS,717 Cherry St,Evansville,Vanderburgh,IN,477131861,37.969813,-87.564892,Housing Authority of the City of Evansville,,,,,,,
GEORGE W BUCKNER TWRS,717 Cherry St,Evansville,Vanderburgh,IN,477131861,37.969813,-87.564892,Housing Authority of the City of Evansville,,,,,,,
GEORGE W BUCKNER TWRS,717 Cherry St,Evansville,Vanderburgh,IN,477131861,37.969813,-87.564892,Housing Authority of the City of Evansville,,,,,,,
GEORGE W BUCKNER TWRS,717 Cherry St,Evansville,Vanderburgh,IN,477131861,37.969813,-87.564892,Housing Authority of the City of Evansville,,,,,,,
GEORGE W BUCKNER TWRS,717 Cherry St,Evansville,Vanderburgh,IN,477131861,37.969813,-87.564892,Housing Authority of the City of Evansville,,,,,,,
GEORGE W BUCKNER TWRS,717 Cherry St,Evansville,Vanderburgh,IN,477131861,37.969813,-87.564892,Housing Authority of the City of Evansville,,,,,,,
GEORGE W BUCKNER TWRS,717 Cherry St,Evansville,Vanderburgh,IN,477131861,37.969813,-87.564892,Housing Authority of the City of Evansville,,,,,,,
SCHNUTE APTS,1030 W Franklin St,Evansville,Vanderburgh,IN,477101171,37.980127,-87.578364,Housing Authority of the City of Evansville,,,,,,,
SCHNUTE APTS,1030 W Franklin St,Evansville,Vanderburgh,IN,477101171,37.980127,-87.578364,Housing Authority of the City of Evansville,,,,,,,
SCHNUTE APTS,1030 W Franklin St,Evansville,Vanderburgh,IN,477101171,37.980127,-87.578364,Housing Authority of the City of Evansville,,,,,,,
SCHNUTE APTS,1030 W Franklin St,Evansville,Vanderburgh,IN,477101171,37.980127,-87.578364,Housing Authority of the City of Evansville,,,,,,,
SCHNUTE APTS,1030 W Franklin St,Evansville,Vanderburgh,IN,477101171,37.980127,-87.578364,Housing Authority of the City of Evansville,,,,,,,
SCHNUTE APTS,1030 W Franklin St,Evansville,Vanderburgh,IN,477101171,37.980127,-87.578364,Housing Authority of the City of Evansville,,,,,,,
SCHNUTE APTS,1030 W Franklin St,Evansville,Vanderburgh,IN,477101171,37.980127,-87.578364,Housing Authority of the City of Evansville,,,,,,,
WHITE OAK APTS,509 N ST.JOSEPH AVENUE,EVANSVILLE,Vanderburgh,IN,47712,37.8976,-87.6467,Housing Authority of the City of Evansville,,,,,,,
WHITE OAK APTS,509 N ST.JOSEPH AVENUE,EVANSVILLE,Vanderburgh,IN,47712,37.8976,-87.6467,Housing Authority of the City of Evansville,,,,,,,
WHITE OAK APTS,509 N ST.JOSEPH AVENUE,EVANSVILLE,Vanderburgh,IN,47712,37.8976,-87.6467,Housing Authority of the City of Evansville,,,,,,,
WHITE OAK APTS,509 N ST.JOSEPH AVENUE,EVANSVILLE,Vanderburgh,IN,47712,37.8976,-87.6467,Housing Authority of the City of Evansville,,,,,,,
WHITE OAK APTS,509 N ST.JOSEPH AVENUE,EVANSVILLE,Vanderburgh,IN,47712,37.8976,-87.6467,Housing Authority of the City of Evansville,,,,,,,
WHITE OAK APTS,509 N ST.JOSEPH AVENUE,EVANSVILLE,Vanderburgh,IN,47712,37.8976,-87.6467,Housing Authority of the City of Evansville,,,,,,,
WHITE OAK APTS,509 N ST.JOSEPH AVENUE,EVANSVILLE,Vanderburgh,IN,47712,37.8976,-87.6467,Housing Authority of the City of Evansville,,,,,,,
BELLEMEADE-LINE APTS,"300 BELLEMEADE AND LINE, APT 306",EVANSVILLE,Vanderburgh,IN,47713,37.9605,-87.5613,Housing Authority of the City of Evansville,,,,,,,
BELLEMEADE-LINE APTS,"300 BELLEMEADE AND LINE, APT 306",EVANSVILLE,Vanderburgh,IN,47713,37.9605,-87.5613,Housing Authority of the City of Evansville,,,,,,,
BELLEMEADE-LINE APTS,"300 BELLEMEADE AND LINE, APT 306",EVANSVILLE,Vanderburgh,IN,47713,37.9605,-87.5613,Housing Authority of the City of Evansville,,,,,,,
BELLEMEADE-LINE APTS,"300 BELLEMEADE AND LINE, APT 306",EVANSVILLE,Vanderburgh,IN,47713,37.9605,-87.5613,Housing Authority of the City of Evansville,,,,,,,
BELLEMEADE-LINE APTS,"300 BELLEMEADE AND LINE, APT 306",EVANSVILLE,Vanderburgh,IN,47713,37.9605,-87.5613,Housing Authority of the City of Evansville,,,,,,,
BELLEMEADE-LINE APTS,"300 BELLEMEADE AND LINE, APT 306",EVANSVILLE,Vanderburgh,IN,47713,37.9605,-87.5613,Housing Authority of the City of Evansville,,,,,,,
BELLEMEADE-LINE APTS,"300 BELLEMEADE AND LINE, APT 306",EVANSVILLE,Vanderburgh,IN,47713,37.9605,-87.5613,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,200 Sweetser Ave,Evansville,Vanderburgh,IN,477131420,37.952229,-87.562322,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,200 Sweetser Ave,Evansville,Vanderburgh,IN,477131420,37.952229,-87.562322,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,200 Sweetser Ave,Evansville,Vanderburgh,IN,477131420,37.952229,-87.562322,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,200 Sweetser Ave,Evansville,Vanderburgh,IN,477131420,37.952229,-87.562322,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,200 Sweetser Ave,Evansville,Vanderburgh,IN,477131420,37.952229,-87.562322,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,200 Sweetser Ave,Evansville,Vanderburgh,IN,477131420,37.952229,-87.562322,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,200 Sweetser Ave,Evansville,Vanderburgh,IN,477131420,37.952229,-87.562322,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,1312 S Boeke Rd,Evansville,Vanderburgh,IN,477143120,37.95892,-87.520214,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,1312 S Boeke Rd,Evansville,Vanderburgh,IN,477143120,37.95892,-87.520214,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,1312 S Boeke Rd,Evansville,Vanderburgh,IN,477143120,37.95892,-87.520214,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,1312 S Boeke Rd,Evansville,Vanderburgh,IN,477143120,37.95892,-87.520214,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,1312 S Boeke Rd,Evansville,Vanderburgh,IN,477143120,37.95892,-87.520214,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,1312 S Boeke Rd,Evansville,Vanderburgh,IN,477143120,37.95892,-87.520214,Housing Authority of the City of Evansville,,,,,,,
SCATTERED SITES,1312 S Boeke Rd,Evansville,Vanderburgh,IN,477143120,37.95892,-87.520214,Housing Authority of the City of Evansville,,,,,,,
EVANSVILLE PHA,1401 Jeanette Ave,Evansville,Vanderburgh,IN,477145314,37.95805,-87.503146,Housing Authority of the City of Evansville,,,,,,,
EVANSVILLE PHA,1401 Jeanette Ave,Evansville,Vanderburgh,IN,477145314,37.95805,-87.503146,Housing Authority of the City of Evansville,,,,,,,
EVANSVILLE PHA,1401 Jeanette Ave,Evansville,Vanderburgh,IN,477145314,37.95805,-87.503146,Housing Authority of the City of Evansville,,,,,,,
EVANSVILLE PHA,1401 Jeanette Ave,Evansville,Vanderburgh,IN,477145314,37.95805,-87.503146,Housing Authority of the City of Evansville,,,,,,,
EVANSVILLE PHA,1401 Jeanette Ave,Evansville,Vanderburgh,IN,477145314,37.95805,-87.503146,Housing Authority of the City of Evansville,,,,,,,
EVANSVILLE PHA,1401 Jeanette Ave,Evansville,Vanderburgh,IN,477145314,37.95805,-87.503146,Housing Authority of the City of Evansville,,,,,,,
EVANSVILLE PHA,1401 Jeanette Ave,Evansville,Vanderburgh,IN,477145314,37.95805,-87.503146,Housing Authority of the City of Evansville,,,,,,,
